name,lat,lon,x,y
GCP1,46.867917,38.68402,90.23246753246761,14.259740259740283
GCP2,46.858241,38.713401,434.36753246753244,181.57402597402597
GCP3,46.851408,38.70872,380.1805194805195,299.4545454545455
GCP4,46.828499,38.679,32.24285714285722,690.1714285714286
GCP5,46.826282,38.725183,571.2610389610389,723.4441558441558
